DateID;AreaID;dwelling_type_id;kwh_per_acc
32414;1012;2;656
32414;1040;2;684.1
32414;1003;2;684.7
32414;1026;2;687.7
32414;1028;2;688
32414;1041;3;699.5
32414;1017;2;704.4
32414;1005;2;706.9
32414;1004;2;731.7
32414;1013;2;736.9
32414;1039;2;748.1
32414;1025;2;790.8
32414;1043;2;877
32414;1042;2;877.8
32414;1017;3;882.9
32414;1034;3;908.3
32414;1008;3;940
32414;1036;3;944
32414;1001;3;954.1
32414;1011;3;964.6
32414;1007;3;976.4
32414;1046;2;985.2
32414;1005;3;994.8
32414;1021;3;1000.8
32414;1035;3;1019.3
32414;1045;2;1024.1
32414;1002;3;1030.4
32414;1015;3;1046.5
32414;1012;3;1052.7
32414;1014;3;1084.5
32414;1033;3;1088.3
32414;1016;3;1092.6
32414;1047;2;1094.2
32414;1027;3;1106.3
32414;1023;3;1129.2
32414;1006;3;1131.9
32414;1019;3;1134.6
32414;1018;3;1136.2
32414;1037;3;1136.4
32414;1003;3;1170.8
32414;1031;3;1195
32414;1004;3;1208.4
32414;1024;3;1215.9
32414;1029;3;1271
32414;1025;3;1272.3
32414;1022;3;1287.7
32414;1009;3;1317.8
32414;1028;3;1438.5
32414;1010;3;1446
32414;1044;3;1496.5
32414;1013;3;1512.8
32414;1040;3;1566.2
32414;1042;3;1587.7
32414;1026;3;1693.7
32414;1032;3;1745.5
32414;1047;3;1828.2
32414;1038;3;3101.8
32414;1043;3;3562.2
32414;1046;3;3575.6
43822;1007;1;108.2
43822;1009;1;123.6
43822;1020;1;130.5
43822;1031;1;134.9
43822;1004;1;136.1
43822;1037;1;141.1
43822;1005;1;142.4
43822;1044;1;146.6
43822;1001;1;147.3
43822;1008;1;147.5
43822;1014;1;148.3
43822;1010;1;148.4
43822;1019;1;154.6
43822;1023;1;157.9
43822;1018;1;158
43822;1002;1;158.2
43822;1012;1;158.6
43822;1013;1;158.7
43822;1006;1;159.4
43822;1022;1;159.5
43822;1017;1;161.5
43822;1015;1;163.3
43822;1024;1;167.1
43822;1025;1;168
43822;1016;1;168.1
43822;1011;1;174.1
43822;1026;1;177.3
43822;1021;1;177.4
43822;1003;1;178.8
43822;1029;1;187.7
43822;1027;1;189.6
43822;1028;1;206.2
43822;1030;2;254.4
43822;1032;2;364.8
43822;1008;2;449
43822;1035;2;485.8
43822;1033;2;490.7
43822;1016;2;492.5
43822;1034;2;496.4
43822;1002;2;503.5
43822;1010;2;510.2
43822;1027;2;520.6
43822;1006;2;523.4
43822;1011;2;545.8
43822;1009;2;546
43822;1015;2;555.2
43822;1023;2;556.7
43822;1003;2;562.4
43822;1037;2;572.4
43822;1036;2;574
43822;1007;2;574.1
43822;1001;2;579.6
43822;1021;2;582.1
43822;1020;2;596.8
43822;1018;2;601.1
43822;1019;2;601.8
43822;1031;2;608.6
43822;1014;2;610.4
43822;1024;2;611.9
43822;1029;2;622.1
43822;1017;2;628.6
43822;1038;2;628.8
43822;1026;2;629.5
43822;1012;2;633.1
43822;1022;2;646.7
43822;1028;2;652.1
43822;1005;2;656.7
43822;1040;2;681
43822;1041;3;692.5
43822;1039;2;708.1
43822;1013;2;716.4
43822;1004;2;731
43822;1025;2;784.7
43822;1035;3;835.9
43822;1042;2;848.8
43822;1016;3;880.7
43822;1043;2;893.8
43822;1008;3;902
43822;1017;3;904.9
43822;1001;3;914.8
43822;1005;3;924.6
43822;1034;3;931.6
43822;1002;3;935.6
43822;1046;2;949.6
43822;1011;3;973.4
43822;1045;2;973.8
43822;1033;3;987.9
43822;1021;3;995.3
43822;1015;3;1003.2
43822;1027;3;1047.7
43822;1007;3;1049
43822;1047;2;1050.3
43822;1012;3;1058.2
43822;1014;3;1069.4
43822;1019;3;1124.3
43822;1036;3;1126.4
43822;1018;3;1127.2
43822;1003;3;1128.4
43822;1006;3;1131.8
43822;1023;3;1137.5
43822;1029;3;1168.7
43822;1031;3;1180.5
43822;1024;3;1183.8
43822;1025;3;1209
43822;1037;3;1211.1
43822;1009;3;1280.9
43822;1044;3;1342.1
43822;1004;3;1361.1
43822;1028;3;1398.6
43822;1042;3;1479.9
43822;1022;3;1486.5
43822;1013;3;1511.6
43822;1026;3;1610.5
43822;1040;3;1617.6
43822;1047;3;1699.2
43822;1010;3;1929.2
43822;1032;3;1959.5
43822;1038;3;2925.5
43822;1043;3;3616.2
43822;1046;3;3694.5
74883;1007;1;106.9
74883;1009;1;122.3
74883;1037;1;130.5
74883;1001;1;131.2
74883;1010;1;132.7
74883;1044;1;134.7
74883;1005;1;135.6
74883;1004;1;136
74883;1020;1;137
74883;1022;1;142.8
74883;1008;1;143.7
74883;1031;1;149.1
74883;1006;1;149.3
74883;1013;1;149.6
74883;1015;1;152.5
74883;1018;1;153.3
74883;1019;1;154.2
74883;1017;1;155.9
74883;1024;1;156
74883;1023;1;156.4
74883;1016;1;156.6
74883;1002;1;157.2
74883;1014;1;157.5
74883;1012;1;157.7
74883;1021;1;159.9
74883;1025;1;164.6
74883;1011;1;176
74883;1003;1;176.7
74883;1029;1;178.3
74883;1027;1;186.7
74883;1026;1;191.9
74883;1028;1;196.1
74883;1032;2;346.3
74883;1030;2;347.2
74883;1033;2;440.2
74883;1034;2;461.7
74883;1036;2;488.5
74883;1008;2;493.9
74883;1027;2;496.5
74883;1002;2;502.8
74883;1011;2;514.5
74883;1010;2;521.6
74883;1007;2;531.7
74883;1023;2;534.5
74883;1006;2;534.6
74883;1001;2;548.6
74883;1009;2;553.2
74883;1020;2;559.6
74883;1037;2;563.7
74883;1016;2;567.8
74883;1014;2;568.3
74883;1019;2;572.7
74883;1018;2;573.3
74883;1021;2;575.8
74883;1015;2;578.1
74883;1022;2;585
74883;1038;2;585.6
74883;1031;2;587.3
74883;1024;2;591.8
74883;1003;2;594.4
74883;1017;2;606.5
74883;1029;2;608.9
74883;1012;2;635.8
74883;1005;2;636.3
74883;1028;2;638.3
74883;1041;3;648.9
74883;1026;2;649.9
74883;1040;2;678.5
74883;1039;2;682
74883;1039;3;689.3
74883;1013;2;704
74883;1004;2;715.2
74883;1025;2;740.9
74883;1042;2;810
74883;1017;3;831.8
74883;1034;3;859.4
74883;1035;2;864.7
74883;1002;3;893.2
74883;1001;3;916.1
74883;1045;2;923.6
74883;1046;2;932.5
74883;1005;3;932.7
74883;1043;2;934.4
74883;1033;3;961.9
74883;1008;3;968.8
74883;1014;3;975.8
74883;1021;3;977.2
74883;1007;3;1004.4
74883;1027;3;1005.2
74883;1011;3;1018.8
74883;1016;3;1022.1
74883;1015;3;1025.6
74883;1036;3;1037.7
74883;1004;3;1043.8
74883;1012;3;1052.6
74883;1019;3;1057.8
74883;1018;3;1063.8
74883;1047;2;1082.7
74883;1031;3;1109.8
74883;1023;3;1111.9
74883;1035;3;1126.3
74883;1024;3;1129.8
74883;1029;3;1147.2
74883;1003;3;1152.7
74883;1025;3;1155.9
74883;1037;3;1175.4
74883;1006;3;1185.9
74883;1009;3;1262.5
74883;1022;3;1354
74883;1028;3;1354.3
74883;1044;3;1390.7
74883;1042;3;1479.8
74883;1013;3;1486.8
74883;1040;3;1596
74883;1026;3;1712.6
74883;1047;3;1764.8
74883;1032;3;1822.3
74883;1010;3;2604.3
74883;1038;3;3029.8
74883;1046;3;3412.5
74883;1043;3;3505
38222;1009;1;126.4
38222;1020;1;131.1
38222;1001;1;131.4
38222;1031;1;132.2
38222;1004;1;132.9
38222;1005;1;141.5
38222;1037;1;142.3
38222;1044;1;146.7
38222;1003;1;150.1
38222;1010;1;150.4
38222;1022;1;151.2
38222;1006;1;153.3
38222;1019;1;154.8
38222;1014;1;154.9
38222;1012;1;155
38222;1013;1;155.6
38222;1018;1;156.1
38222;1023;1;158.6
38222;1016;1;158.6
38222;1015;1;159.4
38222;1017;1;163.4
38222;1007;1;165.1
38222;1021;1;165.2
38222;1011;1;166.7
38222;1024;1;166.8
38222;1025;1;169.3
38222;1008;1;173.5
38222;1002;1;183.8
38222;1029;1;184.2
38222;1027;1;185.5
38222;1028;1;190.3
38222;1026;1;197.1
38222;1032;2;322
38222;1030;2;325.4
38222;1027;2;454.8
38222;1016;2;470.9
38222;1033;2;501
38222;1034;2;504.9
38222;1008;2;509.4
38222;1011;2;517.6
38222;1010;2;527.8
38222;1002;2;532.7
38222;1015;2;536
38222;1023;2;540.5
38222;1006;2;543.1
38222;1021;2;545.2
38222;1007;2;547.1
38222;1001;2;548.2
38222;1036;2;548.5
38222;1037;2;549.5
38222;1031;2;559.7
38222;1018;2;565.7
38222;1019;2;566.6
38222;1020;2;582
38222;1003;2;584.1
38222;1014;2;588.9
38222;1009;2;590.7
38222;1012;2;594
38222;1017;2;616.4
38222;1026;2;640.5
38222;1024;2;644.2
38222;1029;2;645.9
38222;1038;2;656.8
38222;1039;3;661.7
38222;1022;2;664.1
38222;1028;2;669.2
38222;1040;2;683.7
38222;1005;2;688.3
38222;1039;2;716.1
38222;1041;3;720.2
38222;1013;2;739.9
38222;1004;2;747.5
38222;1025;2;751.6
38222;1017;3;812.9
38222;1016;3;834.3
38222;1001;3;884.2
38222;1008;3;891.7
38222;1042;2;900.6
38222;1034;3;921.4
38222;1035;3;933.4
38222;1021;3;939.8
38222;1027;3;940.6
38222;1015;3;954.2
38222;1005;3;964.4
38222;1007;3;965.7
38222;1011;3;974.3
38222;1043;2;975.7
38222;1002;3;999.9
38222;1012;3;1010.2
38222;1033;3;1030.8
38222;1046;2;1077.3
38222;1023;3;1087.5
38222;1045;2;1092.5
38222;1003;3;1099.9
38222;1018;3;1110
38222;1019;3;1110.8
38222;1014;3;1125
38222;1036;3;1136.5
38222;1031;3;1141.3
38222;1047;2;1150.7
38222;1037;3;1154.2
38222;1025;3;1174.9
38222;1006;3;1193.5
38222;1004;3;1209.5
38222;1029;3;1234.7
38222;1024;3;1245.3
38222;1009;3;1275
38222;1028;3;1375.7
38222;1044;3;1407.4
38222;1022;3;1467
38222;1013;3;1540.4
38222;1042;3;1613.8
38222;1040;3;1649.3
38222;1026;3;1694.7
38222;1032;3;1782.3
38222;1047;3;1914.9
38222;1010;3;2399
38222;1038;3;3095
38222;1043;3;3791.7
38222;1046;3;3911.8
48081;1001;1;117.4
48081;1009;1;128
48081;1007;1;129.8
48081;1010;1;134.2
48081;1005;1;137.5
48081;1031;1;138.4
48081;1044;1;141.9
48081;1020;1;142
48081;1037;1;142.6
48081;1004;1;143.2
48081;1014;1;143.9
48081;1006;1;145.5
48081;1022;1;146.3
48081;1017;1;146.4
48081;1019;1;146.5
48081;1018;1;147.9
48081;1011;1;148.5
48081;1013;1;148.7
48081;1008;1;150.8
48081;1012;1;153.1
48081;1021;1;155
48081;1015;1;155.3
48081;1023;1;156.7
48081;1025;1;158.2
48081;1024;1;158.2
48081;1003;1;159.3
48081;1016;1;159.8
48081;1002;1;169.6
48081;1029;1;172.9
48081;1028;1;173.9
48081;1026;1;186.3
48081;1027;1;189.5
48081;1032;2;316.3
48081;1036;2;374.5
48081;1030;2;405.2
48081;1011;2;442.1
48081;1033;2;443.8
48081;1007;2;447.8
48081;1014;2;469.7
48081;1034;2;470
48081;1008;2;471.8
48081;1023;2;482
48081;1037;2;484.9
48081;1021;2;491.3
48081;1010;2;491.8
48081;1002;2;494.5
48081;1027;2;498
48081;1001;2;502.6
48081;1015;2;511.9
48081;1006;2;514.5
48081;1019;2;514.6
48081;1020;2;516.2
48081;1016;2;521.9
48081;1018;2;522.8
48081;1009;2;526.9
48081;1031;2;547
48081;1012;2;549.7
48081;1024;2;561.1
48081;1029;2;566.3
48081;1017;2;574.6
48081;1003;2;578.7
48081;1022;2;587
48081;1005;2;601.7
48081;1040;2;601.9
48081;1028;2;602
48081;1041;3;611.8
48081;1038;2;613.1
48081;1026;2;646.6
48081;1013;2;668.3
48081;1004;2;692.9
48081;1025;2;707.9
48081;1039;3;714
48081;1039;2;732.7
48081;1043;2;816.5
48081;1005;3;829.3
48081;1001;3;845.4
48081;1017;3;851.2
48081;1034;3;853.4
48081;1042;2;861.5
48081;1021;3;871.5
48081;1036;3;880.1
48081;1002;3;889.4
48081;1033;3;903.9
48081;1016;3;904.1
48081;1007;3;906.1
48081;1008;3;909.9
48081;1014;3;923.8
48081;1015;3;937.5
48081;1045;2;949.9
48081;1047;2;959.4
48081;1011;3;962.9
48081;1018;3;967.7
48081;1019;3;975.9
48081;1046;2;976.1
48081;1037;3;978.8
48081;1012;3;984.9
48081;1023;3;1039.3
48081;1027;3;1042.8
48081;1029;3;1073.7
48081;1006;3;1084.3
48081;1003;3;1086.5
48081;1031;3;1097.2
48081;1035;2;1108.7
48081;1035;3;1121.3
48081;1024;3;1135
48081;1025;3;1135.8
48081;1009;3;1201.1
48081;1022;3;1217.8
48081;1028;3;1245.7
48081;1044;3;1369.8
48081;1013;3;1389.4
48081;1004;3;1399.1
48081;1040;3;1474.3
48081;1047;3;1546.7
48081;1042;3;1639.2
48081;1026;3;1672.7
48081;1032;3;1805.3
48081;1038;3;1999
48081;1010;3;2011.7
48081;1043;3;3045.2
48081;1046;3;3270.2
83269;1009;1;119.7
83269;1001;1;128.2
83269;1004;1;128.3
83269;1005;1;129.7
83269;1020;1;135.1
83269;1010;1;142.7
83269;1018;1;146.2
83269;1007;1;147.2
83269;1006;1;148
83269;1013;1;148
83269;1022;1;148.3
83269;1023;1;149
83269;1019;1;149.5
83269;1031;1;151.4
83269;1037;1;151.8
83269;1012;1;152.3
83269;1002;1;152.4
83269;1011;1;152.5
83269;1021;1;153.2
83269;1017;1;153.4
83269;1024;1;154.5
83269;1016;1;155.9
83269;1003;1;156.3
83269;1015;1;157.4
83269;1026;1;157.5
83269;1014;1;158.3
83269;1025;1;160
83269;1008;1;162.4
83269;1044;1;163.1
83269;1027;1;170
83269;1029;1;183.3
83269;1028;1;196
83269;1032;2;273.1
83269;1030;2;364.3
83269;1008;2;390.6
83269;1034;2;411.5
83269;1009;2;433.8
83269;1027;2;442.4
83269;1010;2;456.8
83269;1036;2;461.5
83269;1016;2;462.9
83269;1023;2;477.8
83269;1001;2;481.3
83269;1015;2;482.5
83269;1006;2;485.4
83269;1011;2;486.1
83269;1033;2;486.1
83269;1018;2;495.9
83269;1021;2;496.2
83269;1031;2;497.3
83269;1007;2;497.4
83269;1019;2;499.4
83269;1002;2;503.1
83269;1038;2;504.3
83269;1026;2;510.5
83269;1037;2;513.2
83269;1020;2;517.2
83269;1014;2;522.7
83269;1003;2;524.4
83269;1029;2;524.8
83269;1024;2;530.5
83269;1012;2;531.7
83269;1028;2;555.4
83269;1039;2;556.4
83269;1005;2;568.8
83269;1017;2;578.5
83269;1040;2;597.8
83269;1041;3;620
83269;1022;2;624.4
83269;1013;2;632.3
83269;1004;2;642.9
83269;1025;2;648.7
83269;1042;2;715.4
83269;1039;3;732.7
83269;1017;3;733.6
83269;1016;3;788.4
83269;1001;3;801.3
83269;1008;3;827.1
83269;1011;3;833.3
83269;1027;3;840.2
83269;1034;3;844.2
83269;1035;3;860.7
83269;1015;3;861.8
83269;1021;3;872.6
83269;1043;2;875.9
83269;1012;3;884.3
83269;1007;3;895.4
83269;1005;3;907.5
83269;1002;3;941.4
83269;1018;3;949.7
83269;1023;3;955.9
83269;1019;3;957.1
83269;1014;3;972.4
83269;1033;3;979.5
83269;1047;2;1000.8
83269;1036;3;1011.6
83269;1024;3;1025.2
83269;1031;3;1027.1
83269;1003;3;1032.3
83269;1045;2;1035.1
83269;1044;3;1040
83269;1009;3;1046.4
83269;1046;2;1060
83269;1025;3;1082.6
83269;1037;3;1086.2
83269;1006;3;1112.1
83269;1029;3;1133.8
83269;1042;3;1187.8
83269;1028;3;1202.9
83269;1004;3;1280.4
83269;1022;3;1377.4
83269;1013;3;1393.4
83269;1026;3;1436.7
83269;1040;3;1514.7
83269;1047;3;1786
83269;1010;3;2201.2
83269;1038;3;2653.3
83269;1043;3;3491.5
83269;1046;3;3799.6
42597;1001;1;117
42597;1031;1;126
42597;1009;1;126.1
42597;1005;1;128.1
42597;1004;1;134.7
42597;1012;1;134.9
42597;1022;1;136.5
42597;1007;1;136.6
42597;1020;1;137.6
42597;1018;1;138
42597;1010;1;139.3
42597;1019;1;139.7
42597;1044;1;139.9
42597;1013;1;141.1
42597;1008;1;142.2
42597;1011;1;142.9
42597;1006;1;144.4
42597;1021;1;145.2
42597;1037;1;145.4
42597;1017;1;146.3
42597;1014;1;146.4
42597;1015;1;147.9
42597;1024;1;149.4
42597;1029;1;150.2
42597;1003;1;150.8
42597;1025;1;151.1
42597;1016;1;153
42597;1023;1;153.2
42597;1002;1;154.8
42597;1028;1;159.7
42597;1027;1;184.7
42597;1026;1;196.4
42597;1032;2;307
42597;1030;2;390.2
42597;1034;2;424.8
42597;1011;2;434.4
42597;1008;2;447.6
42597;1033;2;448.3
42597;1036;2;464
42597;1027;2;465.9
42597;1010;2;467.6
42597;1016;2;467.9
42597;1014;2;473.4
42597;1002;2;478.1
42597;1007;2;481.5
42597;1001;2;483.8
42597;1023;2;485.5
42597;1022;2;491.1
42597;1019;2;494.7
42597;1006;2;495.5
42597;1015;2;499.3
42597;1024;2;500.6
42597;1018;2;502.5
42597;1031;2;502.6
42597;1037;2;507.1
42597;1029;2;507.4
42597;1021;2;509.1
42597;1009;2;512.4
42597;1020;2;521.4
42597;1028;2;540.7
42597;1038;2;540.9
42597;1012;2;542.7
42597;1017;2;544.5
42597;1026;2;560.7
42597;1005;2;560.9
42597;1003;2;561.5
42597;1040;2;571.5
42597;1004;2;606.9
42597;1013;2;610.1
42597;1041;3;613
42597;1039;2;616
42597;1025;2;660
42597;1034;3;683
42597;1039;3;713.3
42597;1042;2;750.7
42597;1043;2;777.8
42597;1017;3;789
42597;1005;3;792.5
42597;1046;2;795.2
42597;1001;3;809.2
42597;1016;3;828.5
42597;1008;3;834
42597;1035;2;845.6
42597;1021;3;879.9
42597;1045;2;888.4
42597;1007;3;911.1
42597;1015;3;911.3
42597;1011;3;915.7
42597;1002;3;916
42597;1047;2;929.7
42597;1033;3;957.5
42597;1018;3;958.1
42597;1035;3;958.2
42597;1014;3;963
42597;1012;3;966.7
42597;1019;3;968.9
42597;1027;3;976.2
42597;1036;3;1008.7
42597;1023;3;1051.9
42597;1031;3;1074.7
42597;1003;3;1075.4
42597;1029;3;1080.1
42597;1006;3;1086.8
42597;1024;3;1095.5
42597;1025;3;1109.1
42597;1037;3;1130.2
42597;1028;3;1154.7
42597;1022;3;1167.7
42597;1009;3;1216
42597;1004;3;1231
42597;1044;3;1247.4
42597;1013;3;1328.9
42597;1042;3;1374.1
42597;1040;3;1395.8
42597;1047;3;1464.5
42597;1026;3;1538.5
42597;1032;3;1792.5
42597;1010;3;1869
42597;1038;3;2448.8
42597;1046;3;3198
42597;1043;3;3216.5
66020;1009;1;121.9
66020;1021;1;123.7
66020;1004;1;124.5
66020;1020;1;125.2
66020;1005;1;125.9
66020;1001;1;126.6
66020;1031;1;128
66020;1012;1;131.5
66020;1010;1;132.6
66020;1022;1;134.7
66020;1044;1;136.6
66020;1013;1;137
66020;1024;1;139
66020;1015;1;139.6
66020;1017;1;141.5
66020;1037;1;142
66020;1007;1;142.7
66020;1018;1;142.7
66020;1016;1;143
66020;1023;1;143.2
66020;1019;1;143.6
66020;1006;1;143.8
66020;1008;1;145
66020;1011;1;146.6
66020;1002;1;147
66020;1014;1;148.3
66020;1025;1;150.5
66020;1026;1;151.9
66020;1027;1;161.5
66020;1028;1;162
66020;1003;1;163.7
66020;1029;1;175.2
66020;1032;2;275.3
66020;1030;2;319.2
66020;1033;2;415.3
66020;1036;2;418
66020;1034;2;420.6
66020;1008;2;429.4
66020;1010;2;431.8
66020;1002;2;434.7
66020;1011;2;437.1
66020;1027;2;449.3
66020;1007;2;454.1
66020;1006;2;464.1
66020;1016;2;464.8
66020;1023;2;467.3
66020;1020;2;469.7
66020;1037;2;484.6
66020;1015;2;491.9
66020;1021;2;495.5
66020;1014;2;500.6
66020;1019;2;503.4
66020;1018;2;504
66020;1009;2;508.9
66020;1001;2;512.5
66020;1031;2;514.5
66020;1024;2;535.5
66020;1017;2;540
66020;1026;2;543.9
66020;1012;2;544
66020;1003;2;544.5
66020;1029;2;546
66020;1022;2;557.1
66020;1028;2;573.4
66020;1038;2;575
66020;1005;2;580.6
66020;1004;2;593.1
66020;1040;2;599.4
66020;1039;2;623.6
66020;1013;2;627.8
66020;1025;2;643.1
66020;1039;3;656.7
66020;1041;3;687.6
66020;1042;2;762.2
66020;1034;3;768.6
66020;1005;3;816.7
66020;1043;2;817.4
66020;1017;3;824.1
66020;1016;3;831.6
66020;1011;3;836.1
66020;1035;3;836.4
66020;1008;3;855.3
66020;1001;3;867.5
66020;1002;3;871.3
66020;1007;3;873.3
66020;1033;3;873.4
66020;1046;2;882.6
66020;1021;3;893.2
66020;1036;3;893.3
66020;1045;2;912.2
66020;1015;3;913.9
66020;1047;2;916.1
66020;1027;3;929.9
66020;1012;3;958.8
66020;1018;3;962.3
66020;1014;3;972.4
66020;1019;3;974.5
66020;1023;3;1005.8
66020;1003;3;1044.8
66020;1006;3;1049.6
66020;1025;3;1057.7
66020;1037;3;1063.9
66020;1029;3;1070.6
66020;1024;3;1074.3
66020;1031;3;1079.6
66020;1044;3;1118.2
66020;1004;3;1138.7
66020;1009;3;1185.7
66020;1028;3;1201.7
66020;1022;3;1243
66020;1042;3;1320.8
66020;1013;3;1366.9
66020;1047;3;1456.6
66020;1040;3;1464.2
66020;1026;3;1485.9
66020;1010;3;1922.7
66020;1032;3;2452
66020;1038;3;2638.8
66020;1043;3;3243.1
66020;1046;3;3285.2
72707;1009;1;122.4
72707;1004;1;124.5
72707;1021;1;125.3
72707;1001;1;126.1
72707;1005;1;131.4
72707;1007;1;138.3
72707;1037;1;139.4
72707;1044;1;140.7
72707;1010;1;141.5
72707;1022;1;146.2
72707;1020;1;149
72707;1006;1;149.7
72707;1011;1;152.4
72707;1013;1;152.7
72707;1023;1;152.9
72707;1008;1;154.6
72707;1031;1;155.7
72707;1015;1;155.8
72707;1024;1;160.8
72707;1003;1;162
72707;1002;1;162.6
72707;1016;1;166.5
72707;1017;1;168.3
72707;1012;1;168.6
72707;1018;1;169.3
72707;1019;1;170.5
72707;1025;1;171.5
72707;1026;1;175.7
72707;1014;1;175.8
72707;1027;1;178.4
72707;1029;1;189.2
72707;1032;2;213.3
72707;1028;1;225
72707;1030;2;373.1
72707;1034;2;440.2
72707;1008;2;459.7
72707;1003;2;500.4
72707;1001;2;509.4
72707;1009;2;520.6
72707;1036;2;523.5
72707;1006;2;523.7
72707;1027;2;525.6
72707;1010;2;527.6
72707;1002;2;538.2
72707;1011;2;539
72707;1031;2;542.7
72707;1023;2;553.6
72707;1016;2;567.9
72707;1015;2;571.6
72707;1021;2;573.2
72707;1033;2;574.8
72707;1026;2;576.6
72707;1007;2;577.3
72707;1020;2;581.9
72707;1037;2;587.3
72707;1038;2;589.6
72707;1029;2;590.1
72707;1019;2;592.8
72707;1018;2;602.9
72707;1024;2;608.2
72707;1005;2;608.5
72707;1022;2;616.4
72707;1028;2;630.2
72707;1012;2;634.1
72707;1014;2;636.1
72707;1017;2;638.3
72707;1039;2;646.3
72707;1004;2;654.7
72707;1040;2;676.6
72707;1025;2;680.7
72707;1013;2;691.4
72707;1041;3;726
72707;1039;3;731.7
72707;1035;2;766.4
72707;1017;3;781.7
72707;1042;2;796.7
72707;1034;3;815.4
72707;1005;3;845.6
72707;1001;3;876.7
72707;1008;3;887.2
72707;1011;3;927.8
72707;1043;2;951.3
72707;1016;3;965.8
72707;1021;3;986.6
72707;1027;3;990.8
72707;1035;3;990.9
72707;1015;3;994.2
72707;1045;2;1000.1
72707;1046;2;1009.2
72707;1007;3;1009.4
72707;1012;3;1013
72707;1033;3;1070.4
72707;1004;3;1079.6
72707;1023;3;1087.6
72707;1036;3;1088.6
72707;1002;3;1099.5
72707;1014;3;1099.5
72707;1047;2;1106.4
72707;1018;3;1123.3
72707;1019;3;1125.5
72707;1029;3;1135.6
72707;1025;3;1153
72707;1003;3;1159.4
72707;1024;3;1169.6
72707;1031;3;1191.3
72707;1037;3;1194.6
72707;1009;3;1206.7
72707;1006;3;1253.4
72707;1044;3;1309.5
72707;1028;3;1326.8
72707;1022;3;1334.6
72707;1042;3;1406.9
72707;1013;3;1459.7
72707;1032;3;1505
72707;1040;3;1563.7
72707;1026;3;1613.8
72707;1047;3;1709.1
72707;1010;3;2455.2
72707;1043;3;3599.9
72707;1046;3;3653.5
36737;1021;1;133.2
36737;1009;1;139
36737;1001;1;141.2
36737;1020;1;145.5
36737;1044;1;146.8
36737;1031;1;147.1
36737;1012;1;150.3
36737;1005;1;153.2
36737;1010;1;153.3
36737;1008;1;153.6
36737;1004;1;154
36737;1006;1;159.2
36737;1015;1;160.5
36737;1018;1;160.9
36737;1022;1;161.2
36737;1019;1;162.8
36737;1017;1;163.4
36737;1013;1;164.9
36737;1014;1;170.1
36737;1003;1;170.2
36737;1007;1;170.8
36737;1023;1;172.1
36737;1011;1;172.7
36737;1016;1;174.2
36737;1037;1;176.1
36737;1024;1;176.4
36737;1025;1;177.8
36737;1002;1;179.2
36737;1029;1;185.7
36737;1028;1;186.4
36737;1027;1;201.4
36737;1026;1;212.4
36737;1032;2;255.7
36737;1030;2;377.6
36737;1036;2;503
36737;1011;2;504.5
36737;1034;2;524.3
36737;1033;2;531
36737;1007;2;552.8
36737;1003;2;554.2
36737;1002;2;562.5
36737;1031;2;562.5
36737;1006;2;565.5
36737;1010;2;580.2
36737;1008;2;590.8
36737;1023;2;593.8
36737;1027;2;600.6
36737;1016;2;610.7
36737;1022;2;612.7
36737;1037;2;613.3
36737;1021;2;614.8
36737;1014;2;615.1
36737;1019;2;615.8
36737;1020;2;622.6
36737;1015;2;623
36737;1024;2;629.9
36737;1001;2;635.9
36737;1018;2;642.3
36737;1012;2;661.6
36737;1017;2;666.3
36737;1029;2;671.8
36737;1009;2;682.7
36737;1028;2;687.3
36737;1041;3;698.7
36737;1005;2;709.7
36737;1040;2;720.9
36737;1038;2;725.4
36737;1026;2;754.4
36737;1004;2;768.1
36737;1013;2;777.8
36737;1039;2;813.3
36737;1025;2;814.5
36737;1035;2;830.8
36737;1005;3;888.6
36737;1017;3;893.7
36737;1039;3;906.3
36737;1034;3;922.6
36737;1001;3;964.4
36737;1043;2;965.8
36737;1007;3;990.3
36737;1021;3;992.7
36737;1016;3;999.4
36737;1042;2;1020.9
36737;1002;3;1033
36737;1027;3;1049.9
36737;1033;3;1066.4
36737;1015;3;1072.5
36737;1014;3;1073.8
36737;1035;3;1076.8
36737;1008;3;1080.1
36737;1036;3;1081.4
36737;1045;2;1097.9
36737;1046;2;1112
36737;1004;3;1113.6
36737;1047;2;1129
36737;1019;3;1132.7
36737;1011;3;1135.8
36737;1018;3;1136.2
36737;1012;3;1143.1
36737;1023;3;1183
36737;1031;3;1188.3
36737;1024;3;1217.5
36737;1037;3;1245.7
36737;1029;3;1250.4
36737;1003;3;1254.4
36737;1006;3;1257.1
36737;1025;3;1269.8
36737;1028;3;1374
36737;1009;3;1398.6
36737;1022;3;1429.7
36737;1013;3;1575.9
36737;1032;3;1651.5
36737;1044;3;1665.4
36737;1047;3;1672.3
36737;1040;3;1682.2
36737;1042;3;1730.6
36737;1026;3;1829.8
36737;1010;3;2266.9
36737;1038;3;2580
36737;1043;3;3601.2
36737;1046;3;4189.7
20239;1009;1;144.6
20239;1044;1;150.1
20239;1004;1;152
20239;1031;1;153.5
20239;1005;1;155.8
20239;1010;1;157.1
20239;1001;1;157.7
20239;1007;1;158.3
20239;1020;1;160.6
20239;1021;1;164.5
20239;1037;1;165.2
20239;1013;1;169.2
20239;1015;1;169.3
20239;1017;1;170.1
20239;1022;1;170.2
20239;1008;1;170.3
